"시군구별","용도지역및이용현황별","항목","단위","2013.01 월","2014.01 월","2015.01 월","2016.01 월","2017.01 월","2018.01 월","2019.01 월","2020.01 월","2021.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"중구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중구","전","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","주거용(대)","지가변동률[%]","%","-.093",".117",".042",".14",".299",".694",".388",".587",".448",".336",".349",".386",".417",".438",".433",".203","-.06","-.394","-.384","-.215",
"중구","상업용(대)","지가변동률[%]","%","-.034",".055",".114",".176",".148",".394",".312",".324",".4",".189",".223",".292",".386",".397",".357",".296",".304",".018","-.103","-.153",
"중구","임야","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","평균","지가변동률[%]","%","-.023",".068",".09",".145",".192",".912",".38",".443",".422",".321",".323",".401",".455",".466",".516",".451",".239",".009","-.126","-.195",
"용산구","주거지역","지가변동률[%]","%","-.171",".156",".127",".161",".193",".971",".4",".434",".42",".321",".314",".392",".442",".469",".507",".434",".21","-.017","-.161","-.227",
"용산구","상업지역","지가변동률[%]","%",".611","-.307","-.068",".073",".188",".659",".293",".481",".436",".316",".362",".434",".508",".454",".555",".525",".362",".119",".026","-.059",
"용산구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","녹지지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"용산구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"용산구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"용산구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"용산구","전","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","주거용(대)","지가변동률[%]","%","-.197",".107",".121",".171",".229","1.311",".4",".443",".44",".327",".301",".385",".433",".483",".481",".427",".148","-.098","-.223","-.252",
"용산구","상업용(대)","지가변동률[%]","%",".379","-.096",".037",".13",".078",".436",".312",".38",".395",".307",".344",".414",".482",".413",".557",".466",".336",".145","-.006","-.118",
"용산구","임야","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"용산구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","평균","지가변동률[%]","%","-.117",".091",".083",".14",".163",".41",".494",".505",".422",".442",".473",".483",".498",".503",".497",".48",".391",".135",".019",".009",
"성동구","주거지역","지가변동률[%]","%","-.128",".173",".099",".085",".12",".387",".359",".31",".333",".233",".312",".278",".289",".279",".282",".358",".246",".018","-.01","-.007",
"성동구","상업지역","지가변동률[%]","%","0",".368","0","0",".231",".234",".135",".096",".315",".726",".444",".418",".414",".5",".418",".486",".371",".089",".015","-.005",
"성동구","공업지역","지가변동률[%]","%","-.126","-.267",".07",".361",".275",".539","1.022","1.196",".698",".886",".886","1.011","1.04","1.051","1.045",".773",".746",".428",".097",".053",
"성동구","녹지지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성동구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성동구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성동구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성동구","전","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","주거용(대)","지가변동률[%]","%","-.091",".291",".044",".082",".093",".347",".483",".293",".321",".237",".299",".275",".324",".27",".26",".405",".185","-.04","-.013","-.013",
"성동구","상업용(대)","지가변동률[%]","%","-.121","-.22",".132",".2",".206",".425",".411",".661",".631",".434",".541",".509",".532",".613",".597",".437",".623",".339",".04",".02",
"성동구","임야","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성동구","공장용지","지가변동률[%]","%","-.151",".409","0","0",".328","1.276","0","1.608",".122","1.374",".893","1.356","1.058","1.217","1.132",".696",".865",".468",".096",".055",
"성동구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","평균","지가변동률[%]","%","-.127",".084",".172",".171",".09",".387",".451",".462",".381",".312",".32",".368",".379",".355",".346",".322",".15","-.069","-.104","-.144",
"광진구","주거지역","지가변동률[%]","%","-.136",".087",".176",".174",".094",".405",".451",".481",".393",".321",".323",".379",".38",".361",".348",".331",".146","-.076","-.105","-.146",
"광진구","상업지역","지가변동률[%]","%","0",".059",".156",".127","0",".15",".511",".19",".245",".18",".292",".244",".423",".283",".358",".198",".245",".023","-.088","-.138",
"광진구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","녹지지역","지가변동률[%]","%","0","0","0",".169",".177","0",".191",".088","0",".168",".107",".122",".121",".122",".213",".122",".03","-.03","-.067","0",
"광진구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"광진구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"광진구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"광진구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"광진구","전","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","주거용(대)","지가변동률[%]","%","-.17",".097",".221",".247",".101",".385",".459",".448",".417",".349",".315",".328",".344",".384",".344",".32",".061","-.183","-.163","-.175",
"광진구","상업용(대)","지가변동률[%]","%","-.007",".05",".061",".096",".016",".39",".292",".357",".288",".204",".342",".455",".424",".288",".344",".292",".357",".145","-.001","-.107",
"광진구","임야","지가변동률[%]","%","0","0","0",".05",".444","0",".186",".175","0",".061",".141",".122",".123",".123",".14",".122",".031","-.031","-.059","0",
"광진구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"광진구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","평균","지가변동률[%]","%","-.109",".103",".092",".151",".171",".297",".435",".453",".386",".321",".321",".429",".435",".438",".415",".345",".132","-.094","-.238","-.197",
"동대문구","주거지역","지가변동률[%]","%","-.109",".123",".091",".162",".168",".3",".51",".488",".39",".32",".323",".4",".423",".433",".414",".342",".118","-.139","-.241","-.194",
"동대문구","상업지역","지가변동률[%]","%","-.107",".006",".099",".1",".185",".27",".049",".272",".361",".331",".311",".577",".495",".463",".42",".357",".209",".122","-.226","-.213",
"동대문구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","녹지지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"동대문구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"동대문구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"동대문구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"동대문구","전","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","주거용(대)","지가변동률[%]","%","-.051",".083",".094",".194",".201",".32",".403",".463",".429",".299",".281",".393",".355",".44",".452",".324",".048","-.24","-.25","-.245",
"동대문구","상업용(대)","지가변동률[%]","%","-.167",".084",".123",".108",".143",".264",".355",".466",".347",".35",".379",".438",".542",".445",".373",".373",".222",".079","-.226","-.127",
"동대문구","임야","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","-.161","-.161",
"동대문구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"동대문구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","평균","지가변동률[%]","%","-.138",".402",".127",".156",".168",".297",".317",".399",".341",".284",".286",".307",".322",".317",".326",".297",".098","-.082","-.132","-.104",
"중랑구","주거지역","지가변동률[%]","%","-.155",".451",".134",".171",".177",".262",".32",".391",".362",".281",".288",".309",".323",".319",".325",".298",".093","-.099","-.139","-.101",
"중랑구","상업지역","지가변동률[%]","%","0","0",".05","0",".094",".87",".396",".565",".153",".326",".293",".3",".345",".324",".357",".314",".11",".077","-.047","-.125",
"중랑구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","녹지지역","지가변동률[%]","%","0","0",".083",".049",".092",".061","0",".267",".106",".238",".205",".23",".22",".275",".269",".206",".206",".079","-.081","-.138",
"중랑구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중랑구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중랑구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중랑구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"중랑구","전","지가변동률[%]","%","0","0",".147",".15","0",".125","0",".102","0",".467",".316",".105",".231",".138",".21",".208",".208",".104","-.027","-.157",
"중랑구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","주거용(대)","지가변동률[%]","%","-.128",".477",".173",".203",".173",".301",".296",".411",".356",".265",".26",".317",".323",".325",".329",".266",".044","-.175","-.166","-.056",
"중랑구","상업용(대)","지가변동률[%]","%","-.149",".182",".055",".043",".186",".467",".265",".427",".374",".308",".339",".297",".322",".324",".322",".366",".2",".1","-.048","-.2",
"중랑구","임야","지가변동률[%]","%","0","0","0","0","0","0","0",".185","0",".478",".238",".238",".237",".355","0",".118",".118",".235","-.079","-.182",
"중랑구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"중랑구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","평균","지가변동률[%]","%","-.058",".031",".071",".153",".131",".264",".326",".496",".4",".299",".311",".336",".352",".36",".351",".306",".048","-.106","-.366","-.258",
"성북구","주거지역","지가변동률[%]","%","-.08",".037",".077",".16",".135",".261",".32",".5",".405",".302",".311",".338",".356",".364",".352",".308",".04","-.118","-.373","-.261",
"성북구","상업지역","지가변동률[%]","%",".356","-.064","-.024",".057",".094",".358",".4",".522",".364",".327",".34",".383",".309",".34",".339",".295",".203",".116","-.258","-.24",
"성북구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","녹지지역","지가변동률[%]","%","0","0","0",".003","0",".115",".486",".055",".067",".009",".015",".009",".182",".123",".324",".181",".029",".037","-.106","-.119",
"성북구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성북구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성북구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성북구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"성북구","전","지가변동률[%]","%","-","-","-","","-","","","",".105",".01",".011",".011",".155",".105",".31",".207",".052",".01","-.094","-.095",
"성북구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","주거용(대)","지가변동률[%]","%","-.073",".029",".094",".171",".116",".253",".463",".492",".418",".309",".313",".34",".346",".366",".355",".303","-.007","-.21","-.453","-.305",
"성북구","상업용(대)","지가변동률[%]","%",".158","-.011","-.012",".095",".133",".251",".198",".491",".363",".281",".308",".336",".371",".342",".347",".318",".192",".183","-.126","-.143",
"성북구","임야","지가변동률[%]","%","0","0",".031","0","0",".243","0","0",".06",".026",".034",".008",".167",".242",".323",".234",".059",".008","-.215","-.096",
"성북구","공장용지","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"성북구","기타","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","평균","지가변동률[%]","%","-.138",".148",".121",".154",".166",".263",".423",".366",".343",".192",".211",".262",".296",".309",".283",".252",".056","-.117","-.103","-.126",
"강북구","주거지역","지가변동률[%]","%","-.153",".154",".141",".15",".152",".276",".447",".381",".351",".196",".214",".263",".294",".321",".279",".256",".051","-.137","-.108","-.137",
"강북구","상업지역","지가변동률[%]","%","0",".132","-.067",".266",".364",".19",".147",".271",".229",".222",".235",".302",".391",".239",".467",".303",".141",".102","-.007","-.018",
"강북구","공업지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","녹지지역","지가변동률[%]","%","0","0","-.062",".031",".139",".035",".34",".111",".357",".015",".045",".132",".18",".063",".04",".015","0","0","-.149","-.025",
"강북구","관리지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"강북구","보전관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","생산관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","계획관리지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","농림지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","자연환경보전지역","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
"강북구","비도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"강북구","준도시지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"강북구","준농림지역","지가변동률[%]","%","-","-","-","","","","","","","","","","","","","","","","","",
"강북구","전","지가변동률[%]","%","0","0","-","","-","","","","","","","","","","","","","","","",
"강북구","답","지가변동률[%]","%","-","-","-","","-","","","","","","","","","","","","","","","",
