"시군구별","용도지역및이용현황별","항목","단위","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"전국","전","지가변동률[%]","%",".313",".307",".273",".3",".308",".281",".273",".279",".252",".271",".302",".297",".311",".298",".289",".286",".256",".22",".163",".115",
"전국","답","지가변동률[%]","%",".285",".27",".275",".323",".302",".297",".287",".263",".232",".254",".271",".278",".282",".266",".246",".236",".221",".189",".137",".078",
"전국","주거용(대)","지가변동률[%]","%",".394",".321",".258",".301",".326",".319",".337",".363",".346",".307",".318",".327",".332",".336",".302",".256",".081","-.131","-.177","-.168",
"전국","상업용(대)","지가변동률[%]","%",".346",".342",".288",".309",".347",".386",".358",".369",".41",".3",".319",".335",".375",".349",".334",".313",".297",".202",".057",".01",
"전국","임야","지가변동률[%]","%",".216",".205",".207",".201",".184",".205",".204",".177",".174",".18",".184",".188",".191",".196",".205",".191",".178",".144",".096",".067",
"전국","공장용지","지가변동률[%]","%",".151",".156",".184",".221",".193",".201",".165",".168",".184",".264",".307",".307",".296",".28",".294",".276",".261",".22",".152",".098",
"전국","기타","지가변동률[%]","%",".244",".2",".093",".041",".439",".063",".203",".258",".18",".217",".181",".225",".229",".208",".168",".16",".208",".166",".031",".042",
"서울특별시","평균","지가변동률[%]","%",".433",".388",".275",".329",".378",".445",".44",".484",".485",".347",".359",".378",".414",".404",".383",".342",".205",".005","-.088","-.094",
"서울특별시","주거지역","지가변동률[%]","%",".457",".395",".258",".333",".359",".423",".451",".483",".483",".349",".358",".382",".4",".402",".372",".332",".159","-.058","-.12","-.119",
"서울특별시","상업지역","지가변동률[%]","%",".354",".334",".315",".348",".455",".537",".416",".529",".502",".338",".358",".364",".477",".415",".416",".372",".349",".203",".016","-.011",
"서울특별시","공업지역","지가변동률[%]","%",".445",".53",".465",".287",".441",".491",".45",".37",".477",".435",".445",".458",".483",".479",".478",".412",".336",".134","-.024","-.054",
"서울특별시","녹지지역","지가변동률[%]","%",".276",".308",".136",".15",".188",".314",".268",".309",".394",".175",".194",".215",".219",".213",".241",".231",".175",".066","-.009","-.022",
"서울특별시","전","지가변동률[%]","%",".613",".209",".238",".238",".219",".544",".323",".32",".49",".21",".232",".209",".233",".235",".21",".184",".197",".074",".023","-.011",
"서울특별시","답","지가변동률[%]","%","0",".3",".349",".688","0",".686",".196",".386",".285",".173",".115",".147",".182",".26",".356",".296",".168",".107","-.056","-.083",
"서울특별시","주거용(대)","지가변동률[%]","%",".46",".339",".215",".303",".373",".362",".416",".499",".441",".349",".351",".369",".379",".392",".361",".303",".044","-.209","-.216","-.19",
"서울특별시","상업용(대)","지가변동률[%]","%",".395",".406",".302",".341",".392",".491",".441",".467",".534",".342",".364",".391",".442",".417",".401",".378",".363",".197",".039","-.002",
"서울특별시","임야","지가변동률[%]","%",".198",".165",".05",".107",".185",".18",".211",".159",".251",".146",".163",".192",".175",".194",".188",".192",".195",".059","-.007","-.035",
"서울특별시","공장용지","지가변동률[%]","%",".555",".317",".316",".411",".229",".511",".459",".345",".668",".599",".5",".614",".548",".592",".56",".429",".468",".24",".075",".021",
"종로구","평균","지가변동률[%]","%",".401",".289",".261",".314",".366",".437",".35",".381",".433",".342",".36",".413",".479",".476",".483",".371",".225","-.021","-.212","-.258",
"종로구","주거지역","지가변동률[%]","%",".446",".304",".231",".228",".32",".43",".328",".341",".419",".356",".369",".426",".507",".504",".484",".375",".139","-.1","-.332","-.387",
"종로구","상업지역","지가변동률[%]","%",".363",".277",".293",".401",".417",".452",".38",".425",".451",".333",".354",".405",".462",".454",".484",".373",".307",".052","-.101","-.138",
"종로구","녹지지역","지가변동률[%]","%",".162",".147",".033",".196",".041",".049","0",".144",".166",".106",".116",".213",".089",".259",".299",".059",".256",".074","0","-.178",
"종로구","전","지가변동률[%]","%","0","0","0","0","0","0","0","0",".365","0","0",".268","0",".427",".532","0",".53","0","0","0",
"종로구","주거용(대)","지가변동률[%]","%",".52",".249",".256",".248",".317",".429",".264",".335",".385",".363",".38",".441",".512",".501",".497",".334","-.006","-.255","-.389","-.489",
"종로구","상업용(대)","지가변동률[%]","%",".308",".332",".259",".349",".41",".407",".419",".386",".469",".336",".346",".403",".474",".473",".485",".41",".363",".143","-.138","-.168",
"종로구","임야","지가변동률[%]","%",".208",".092",".048",".208",".047",".127","0",".132",".118",".033",".062",".22",".036",".287",".121",".041",".197",".04","0","-.247",
"중구","평균","지가변동률[%]","%",".425",".322",".237",".309",".333",".455",".348",".511",".502",".205",".24",".302",".389",".402",".374",".281",".248","-.034","-.137","-.161",
"중구","주거지역","지가변동률[%]","%",".193",".282",".365",".343",".281",".316",".45",".395",".398",".298",".311",".341",".392",".408",".377",".246",".148","-.165","-.249","-.194",
"중구","상업지역","지가변동률[%]","%",".514",".338",".189",".296",".353",".507",".31",".555",".543",".173",".216",".289",".387",".402",".372",".294",".282",".01","-.096","-.148",
"중구","주거용(대)","지가변동률[%]","%",".343",".388",".056",".185",".478",".565",".614",".373",".213",".336",".349",".386",".417",".438",".433",".203","-.06","-.394","-.384","-.215",
"중구","상업용(대)","지가변동률[%]","%",".439",".312",".258",".307",".284",".414",".328",".504",".571",".189",".223",".292",".386",".397",".357",".296",".304",".018","-.103","-.153",
"용산구","평균","지가변동률[%]","%",".494",".38",".43",".41",".421",".471",".502",".513",".551",".321",".323",".401",".455",".466",".516",".451",".239",".009","-.126","-.195",
"용산구","주거지역","지가변동률[%]","%",".487",".4",".397",".413",".436",".493",".469",".51",".551",".321",".314",".392",".442",".469",".507",".434",".21","-.017","-.161","-.227",
"용산구","상업지역","지가변동률[%]","%",".525",".293",".577",".392",".357",".381",".637",".526",".55",".316",".362",".434",".508",".454",".555",".525",".362",".119",".026","-.059",
"용산구","주거용(대)","지가변동률[%]","%",".365",".4",".388",".425",".51",".477",".483",".509",".589",".327",".301",".385",".433",".483",".481",".427",".148","-.098","-.223","-.252",
"용산구","상업용(대)","지가변동률[%]","%",".757",".312",".245",".38",".316",".437",".502",".479",".46",".307",".344",".414",".482",".413",".557",".466",".336",".145","-.006","-.118",
"성동구","평균","지가변동률[%]","%",".589",".494",".428",".415",".39",".417",".47",".512",".573",".442",".473",".483",".498",".503",".497",".48",".391",".135",".019",".009",
"성동구","주거지역","지가변동률[%]","%",".59",".359",".27",".44",".233",".418",".395",".639",".421",".233",".312",".278",".289",".279",".282",".358",".246",".018","-.01","-.007",
"성동구","상업지역","지가변동률[%]","%","0",".135",".496",".256",".691",".421",".025",".004",".225",".726",".444",".418",".414",".5",".418",".486",".371",".089",".015","-.005",
"성동구","공업지역","지가변동률[%]","%",".774","1.022",".891",".386",".782",".411",".837",".28","1.14",".886",".886","1.011","1.04","1.051","1.045",".773",".746",".428",".097",".053",
"성동구","주거용(대)","지가변동률[%]","%",".488",".483",".478",".162",".241",".432",".493",".698",".465",".237",".299",".275",".324",".27",".26",".405",".185","-.04","-.013","-.013",
"성동구","상업용(대)","지가변동률[%]","%",".703",".411",".409",".816",".677",".347",".326",".368","1.014",".434",".541",".509",".532",".613",".597",".437",".623",".339",".04",".02",
"성동구","공장용지","지가변동률[%]","%",".901","0","0",".369","0","1.262",".597","0","2.126","1.374",".893","1.356","1.058","1.217","1.132",".696",".865",".468",".096",".055",
"광진구","평균","지가변동률[%]","%",".561",".451",".361",".396",".389",".413",".32",".46",".497",".312",".32",".368",".379",".355",".346",".322",".15","-.069","-.104","-.144",
"광진구","주거지역","지가변동률[%]","%",".593",".451",".358",".417",".385",".412",".337",".478",".506",".321",".323",".379",".38",".361",".348",".331",".146","-.076","-.105","-.146",
"광진구","상업지역","지가변동률[%]","%",".043",".511",".5",".057",".509",".526",".081",".218",".373",".18",".292",".244",".423",".283",".358",".198",".245",".023","-.088","-.138",
"광진구","녹지지역","지가변동률[%]","%",".061",".191",".035",".048",".215","0","0","0",".308",".168",".107",".122",".121",".122",".213",".122",".03","-.03","-.067","0",
"광진구","주거용(대)","지가변동률[%]","%",".791",".459",".328",".468",".426",".398",".365",".526",".591",".349",".315",".328",".344",".384",".344",".32",".061","-.183","-.163","-.175",
"광진구","상업용(대)","지가변동률[%]","%",".066",".292",".423",".205",".118",".562",".229",".447",".201",".204",".342",".455",".424",".288",".344",".292",".357",".145","-.001","-.107",
"광진구","임야","지가변동률[%]","%",".151",".186","0",".167",".159","0","0","0","0",".061",".141",".122",".123",".123",".14",".122",".031","-.031","-.059","0",
"동대문구","평균","지가변동률[%]","%",".49",".435",".323",".413",".419",".455",".389",".409",".45",".321",".321",".429",".435",".438",".415",".345",".132","-.094","-.238","-.197",
"동대문구","주거지역","지가변동률[%]","%",".526",".51",".313",".438",".348",".424",".354",".381",".487",".32",".323",".4",".423",".433",".414",".342",".118","-.139","-.241","-.194",
"동대문구","상업지역","지가변동률[%]","%",".312",".049",".376",".286",".779",".614",".574",".549",".267",".331",".311",".577",".495",".463",".42",".357",".209",".122","-.226","-.213",
"동대문구","주거용(대)","지가변동률[%]","%",".524",".403",".355",".599",".471",".413",".416",".391",".488",".299",".281",".393",".355",".44",".452",".324",".048","-.24","-.25","-.245",
"동대문구","상업용(대)","지가변동률[%]","%",".49",".355",".269",".221",".383",".472",".39",".432",".365",".35",".379",".438",".542",".445",".373",".373",".222",".079","-.226","-.127",
"동대문구","임야","지가변동률[%]","%","","","","","","","","","","","","","","","","","","","-.161","-.161",
"중랑구","평균","지가변동률[%]","%",".418",".317",".265",".374",".358",".347",".323",".343",".364",".284",".286",".307",".322",".317",".326",".297",".098","-.082","-.132","-.104",
"중랑구","주거지역","지가변동률[%]","%",".434",".32",".29",".404",".366",".356",".344",".361",".391",".281",".288",".309",".323",".319",".325",".298",".093","-.099","-.139","-.101",
"중랑구","상업지역","지가변동률[%]","%",".376",".396",".003","0",".315",".331",".036",".24",".153",".326",".293",".3",".345",".324",".357",".314",".11",".077","-.047","-.125",
"중랑구","녹지지역","지가변동률[%]","%","0","0",".083",".323",".211",".08",".31","0","0",".238",".205",".23",".22",".275",".269",".206",".206",".079","-.081","-.138",
"중랑구","전","지가변동률[%]","%","0","0",".171",".271",".435",".013",".577","0","0",".467",".316",".105",".231",".138",".21",".208",".208",".104","-.027","-.157",
"중랑구","주거용(대)","지가변동률[%]","%",".454",".296",".282",".396",".375",".351",".371",".237",".291",".265",".26",".317",".323",".325",".329",".266",".044","-.175","-.166","-.056",
"중랑구","상업용(대)","지가변동률[%]","%",".356",".265",".148",".223",".267",".328",".145",".478",".488",".308",".339",".297",".322",".324",".322",".366",".2",".1","-.048","-.2",
"중랑구","임야","지가변동률[%]","%","0","0","0",".643","0","0","0","0","0",".478",".238",".238",".237",".355","0",".118",".118",".235","-.079","-.182",
"성북구","평균","지가변동률[%]","%",".345",".326",".288",".297",".378",".401",".348",".436",".346",".299",".311",".336",".352",".36",".351",".306",".048","-.106","-.366","-.258",
"성북구","주거지역","지가변동률[%]","%",".351",".32",".304",".284",".39",".401",".357",".435",".346",".302",".311",".338",".356",".364",".352",".308",".04","-.118","-.373","-.261",
"성북구","상업지역","지가변동률[%]","%",".128",".4",".042",".553",".263",".393",".276",".556",".409",".327",".34",".383",".309",".34",".339",".295",".203",".116","-.258","-.24",
"성북구","녹지지역","지가변동률[%]","%",".681",".486","0",".247","0",".399",".034",".097","0",".009",".015",".009",".182",".123",".324",".181",".029",".037","-.106","-.119",
"성북구","전","지가변동률[%]","%","","","","","","","","","",".01",".011",".011",".155",".105",".31",".207",".052",".01","-.094","-.095",
"성북구","주거용(대)","지가변동률[%]","%",".374",".463",".326",".287",".336",".35",".4",".396",".244",".309",".313",".34",".346",".366",".355",".303","-.007","-.21","-.453","-.305",
"성북구","상업용(대)","지가변동률[%]","%",".23",".198",".144",".304",".412",".566",".163",".546",".703",".281",".308",".336",".371",".342",".347",".318",".192",".183","-.126","-.143",
"성북구","임야","지가변동률[%]","%",".059","0","0",".36",".232",".65",".053",".231","0",".026",".034",".008",".167",".242",".323",".234",".059",".008","-.215","-.096",
"강북구","평균","지가변동률[%]","%",".489",".423",".29",".322",".328",".381",".409",".432",".371",".192",".211",".262",".296",".309",".283",".252",".056","-.117","-.103","-.126",
"강북구","주거지역","지가변동률[%]","%",".519",".447",".319",".33",".361",".372",".402",".475",".377",".196",".214",".263",".294",".321",".279",".256",".051","-.137","-.108","-.137",
"강북구","상업지역","지가변동률[%]","%",".096",".147","0",".321",".031",".454",".282","0",".249",".222",".235",".302",".391",".239",".467",".303",".141",".102","-.007","-.018",
"강북구","녹지지역","지가변동률[%]","%",".419",".34","0",".099","0",".467",".939",".092",".44",".015",".045",".132",".18",".063",".04",".015","0","0","-.149","-.025",
"강북구","주거용(대)","지가변동률[%]","%",".611",".526",".317",".398",".382",".423",".511",".477",".408",".209",".204",".254",".282",".346",".272",".265",".053","-.19","-.145","-.14",
"강북구","상업용(대)","지가변동률[%]","%",".101",".13",".081",".217",".132",".253",".219",".141",".218",".174",".235",".275",".347",".244",".319",".221",".067",".059","-.01","-.061",
"강북구","임야","지가변동률[%]","%",".928",".156",".048","0","0",".271","1.072",".179",".312","0","0",".198","0",".066",".052","0","0","0","-.02","-.093",
"도봉구","평균","지가변동률[%]","%",".419",".301",".203",".307",".352",".324",".307",".364",".34",".248",".263",".249",".279",".242",".235",".233",".083","-.095","-.112","-.108",
"도봉구","주거지역","지가변동률[%]","%",".42",".265",".224",".342",".366",".259",".235",".362",".348",".257",".257",".255",".286",".252",".218",".252",".078","-.127","-.113","-.102",
"도봉구","상업지역","지가변동률[%]","%",".641",".519",".162","0",".051","1.383","0",".275",".55",".228",".204",".215",".216",".253",".352",".155",".109",".046","-.114","-.116",
"도봉구","공업지역","지가변동률[%]","%",".355",".437",".109",".223",".442",".344",".716",".419",".309",".231",".315",".246",".283",".227",".29",".17",".102","-.016","-.113","-.139",
"도봉구","녹지지역","지가변동률[%]","%",".381",".089",".253",".454",".068","0",".374",".267","0",".178",".223",".194",".214",".039",".165",".252",".048","-.035","-.087","-.084",
"도봉구","전","지가변동률[%]","%",".534","0",".377","0","0","0",".173",".061","0",".052",".283",".057",".507",".041",".414",".354",".021","-.035","-.051","-.117",
"도봉구","주거용(대)","지가변동률[%]","%",".364",".292",".249",".279",".387",".194",".365",".442",".253",".296",".255",".223",".307",".291",".23",".23",".057","-.194","-.135","-.141",
"도봉구","상업용(대)","지가변동률[%]","%",".548",".403",".063",".322",".318",".635",".066",".188",".648",".171",".275",".284",".239",".177",".256",".233",".127",".077","-.087","-.05",
"도봉구","임야","지가변동률[%]","%",".313",".364",".139",".738",".11","0",".862",".233","0",".251",".185",".265",".125",".066",".059",".151",".073","-.073","-.131","-.061",
"도봉구","공장용지","지가변동률[%]","%","1.734","0",".483","0","0","1.385","2.007","0","0","","","","","","","","","","","",
"노원구","평균","지가변동률[%]","%",".486",".399",".278",".298",".31",".365",".382",".408",".401",".204",".21",".26",".273",".265",".268",".236",".102","-.079","-.096","-.112",
"노원구","주거지역","지가변동률[%]","%",".551",".412",".288",".342",".34",".345",".414",".428",".423",".231",".223",".271",".292",".291",".282",".237",".112","-.094","-.103","-.119",
"노원구","상업지역","지가변동률[%]","%",".118",".213",".495",".019",".359",".887","0",".055",".37",".078",".236",".217",".249",".239",".205",".195",".097",".021","-.044","-.108",
"노원구","녹지지역","지가변동률[%]","%",".028",".393",".039",".011","-.035",".259",".278",".427",".181",".009",".039",".18",".075",".022",".16",".258",".004",".014","-.065","-.04",
"노원구","전","지가변동률[%]","%","0","0","0","0","0",".037","0","0",".893",".06","0",".12",".06",".298",".082",".046",".06",".045","-.03","-.14",
"노원구","주거용(대)","지가변동률[%]","%",".567",".362",".267",".269",".312",".351",".398",".393",".381",".207",".217",".271",".283",".286",".292",".279",".052","-.173","-.157","-.118",
"노원구","상업용(대)","지가변동률[%]","%",".201",".362",".316",".255",".221",".567",".216",".178",".342",".228",".275",".232",".269",".243",".189",".215",".204",".106","-.006","-.124",
"노원구","임야","지가변동률[%]","%",".1",".833",".104",".021","-.106",".126",".143","1.201","0",".016",".068",".102",".155",".03",".231",".073",".003",".03","-.055","-.008",
"은평구","평균","지가변동률[%]","%",".369",".283",".236",".279",".346",".391",".358",".426",".409",".36",".28",".329",".347",".352",".36",".298",".038","-.067","-.408","-.243",
"은평구","주거지역","지가변동률[%]","%",".368",".295",".254",".28",".325",".374",".359",".427",".407",".365",".284",".335",".35",".35",".364",".3",".027","-.084","-.438","-.26",
"은평구","상업지역","지가변동률[%]","%",".434",".169",".059",".318",".675",".669",".373",".465",".485",".354",".291",".327",".362",".433",".343",".309",".175",".155","-.062","-.043",
"은평구","녹지지역","지가변동률[%]","%",".168",".111",".018",".028",".231",".226",".219",".278",".2",".104",".066",".07",".146",".162",".227",".205",".074",".024","-.162","-.134",
"은평구","전","지가변동률[%]","%",".441",".156","0","0","0",".683","0",".686","0",".089",".037",".06",".14",".271",".307",".244",".067","0","-.171","-.147",
"은평구","주거용(대)","지가변동률[%]","%",".395",".29",".212",".231",".324",".407",".316",".346",".327",".364",".284",".334",".35",".342",".363",".292","-.005","-.134","-.518","-.307",
"은평구","상업용(대)","지가변동률[%]","%",".247",".183",".229",".406",".432",".341",".554",".379",".402",".355",".28",".32",".342",".412",".344",".329",".195",".188","-.044","-.032",
"은평구","임야","지가변동률[%]","%","0",".164",".049",".018",".423",".029",".2",".14",".371",".032",".012",".018",".055",".011",".177",".143",".053","0","-.084","-.08",
"서대문구","평균","지가변동률[%]","%",".311",".285",".28",".27",".308",".372",".383",".47",".517",".348",".324",".335",".339",".356",".319",".311",".101","-.054","-.314","-.292",
"서대문구","주거지역","지가변동률[%]","%",".306",".263",".286",".29",".306",".362",".392",".459",".463",".352",".325",".333",".338",".356",".318",".311",".084","-.067","-.316","-.307",
"서대문구","상업지역","지가변동률[%]","%",".376",".514",".238",".058",".325",".502",".293",".6","1.147",".316",".324",".361",".36",".356",".335",".315",".297",".104","-.295","-.123",
"서대문구","녹지지역","지가변동률[%]","%",".289",".693","0","0","0","0",".311","0","0","0",".121","0",".172",".147",".121",".153",".052","-.034","-.025","-.182",
"서대문구","주거용(대)","지가변동률[%]","%",".347",".322",".195",".262",".352",".324",".423",".407",".515",".348",".327",".332",".336",".354",".322",".305","-.013","-.1","-.37","-.38",
"서대문구","상업용(대)","지가변동률[%]","%",".277",".234",".426",".315",".238",".479",".284",".596",".633",".347",".312",".341",".347",".358",".309",".328",".412",".077","-.229","-.06",
"서대문구","임야","지가변동률[%]","%",".244",".378","0",".021","0","0",".051",".025","0","0",".086","0",".069",".06",".055",".154",".051","-.034","-.093","-.151",
"마포구","평균","지가변동률[%]","%",".599",".401",".339",".281",".355",".431",".466",".483",".512",".327",".353",".359",".401",".424",".41",".366",".104",".002","-.069","-.073",
"마포구","주거지역","지가변동률[%]","%",".642",".398",".348",".252",".331",".44",".517",".484",".538",".329",".353",".36",".394",".422",".433",".361",".089","-.021","-.076","-.08",
"마포구","상업지역","지가변동률[%]","%",".405",".415",".325",".467",".48",".421",".236",".523",".402",".315",".358",".353",".444",".433",".288",".396",".187",".117","-.03","-.032",
"마포구","녹지지역","지가변동률[%]","%",".206",".306","0","0",".272","0","0",".041",".217","","","","","","","","","","","",
"마포구","전","지가변동률[%]","%",".247",".328","0","0","0","0","0","0",".328","","","","","","","","","","","",
"마포구","주거용(대)","지가변동률[%]","%",".527",".343",".214",".196",".252",".381",".484",".508",".577",".355",".355",".372",".401",".437",".387",".372","-.025","-.119","-.17","-.138",
"마포구","상업용(대)","지가변동률[%]","%",".721",".402",".432",".397",".434",".462",".472",".482",".341",".303",".357",".343",".403",".4",".456",".335",".268",".132",".041","-.018",
"마포구","임야","지가변동률[%]","%",".463",".433","0","0",".37","0","0","0",".18","","","","","","","","","","","",
"양천구","평균","지가변동률[%]","%",".453",".432",".389",".34",".403",".323",".374",".397",".411",".302",".331",".345",".377",".351",".345",".313",".18",".003","-.135","-.257",
"양천구","주거지역","지가변동률[%]","%",".514",".498",".326",".282",".386",".295",".396",".426",".434",".285",".344",".35",".383",".356",".351",".314",".18","-.036","-.145","-.286",
"양천구","상업지역","지가변동률[%]","%","0","0",".85",".81",".571",".581",".228",".224",".254",".444",".242",".297",".348",".323",".298",".326",".18",".274","-.055","-.062",
"양천구","녹지지역","지가변동률[%]","%",".405","0",".466",".124",".136","0",".188",".161",".242",".248",".277",".294",".284",".313",".296",".245",".183",".214","-.114","-.015",
"양천구","주거용(대)","지가변동률[%]","%",".48",".486",".254",".28",".25",".288",".375",".422",".45",".304",".349",".35",".369",".348",".329",".312",".084","-.152","-.187","-.317",
"양천구","상업용(대)","지가변동률[%]","%",".413",".329",".613",".475",".616",".404",".416",".46",".299",".27",".33",".339",".413",".365",".391",".317",".336",".291","-.057","-.162",
"양천구","임야","지가변동률[%]","%","0","0",".135",".117",".03","0","0","0","1.034",".24",".3",".311",".286",".333",".272",".236",".248",".294","-.111",".092",
"양천구","공장용지","지가변동률[%]","%","0","0",".573","0",".369","0",".314",".46","0",".29",".291",".322",".353",".319",".286",".286",".285",".284","","",
"강서구","평균","지가변동률[%]","%",".503",".484",".369",".382",".414",".386",".368",".408",".38",".367",".368",".359",".372",".367",".356",".327",".222","-.022","-.189","-.208",
"강서구","주거지역","지가변동률[%]","%",".471",".453",".354",".466",".398",".341",".387",".402",".361",".375",".386",".381",".385",".379",".351",".32",".194","-.09","-.245","-.268",
"강서구","상업지역","지가변동률[%]","%",".773",".637",".423",".274",".443",".489",".238",".562",".576",".456",".402",".392",".409",".373",".458",".398",".284",".217","-.036","-.064",
"강서구","공업지역","지가변동률[%]","%",".563",".524",".39",".19",".568",".485",".432",".418",".405",".351",".338",".324",".36",".356",".339",".308",".29",".078","-.089","-.094",
"강서구","녹지지역","지가변동률[%]","%",".243",".45",".391",".158",".103",".426",".181",".158",".175",".164",".186",".153",".17",".27",".286",".358",".218",".078","-.108","-.095",
"강서구","전","지가변동률[%]","%",".254",".306",".916","0",".67",".691",".343",".109",".576",".038",".168",".219",".269",".273",".355",".315",".146",".105","-.092","-.134",
"강서구","답","지가변동률[%]","%","0",".3",".349",".688","0",".686",".196",".386",".285",".173",".115",".147",".182",".26",".356",".296",".168",".107","-.056","-.083",
"강서구","주거용(대)","지가변동률[%]","%",".502",".441",".215",".286",".36",".233",".255",".567",".363",".37",".373",".364",".373",".361",".345",".253",".061","-.271","-.298","-.311",
"강서구","상업용(대)","지가변동률[%]","%",".547",".724",".464",".455",".433",".541",".533",".396",".509",".374",".374",".391",".399",".398",".374",".415",".37",".244","-.054","-.07",
"강서구","임야","지가변동률[%]","%",".504",".326","0","0",".13",".016","0","0","0",".233",".161",".175",".264",".344",".323",".307",".159",".129","-.074","-.115",
"강서구","공장용지","지가변동률[%]","%",".79",".245",".497",".685","0",".703",".171","0",".771",".307",".312",".31",".334",".325",".323",".302",".3",".201","-.057","-.103",
"구로구","평균","지가변동률[%]","%",".429",".435",".351",".323",".398",".373",".349",".352",".351",".301",".319",".32",".326",".341",".341",".315",".179","-.063","-.184","-.199",
"구로구","주거지역","지가변동률[%]","%",".471",".466",".358",".3",".472",".317",".413",".316",".417",".316",".327",".33",".326",".347",".347",".315",".132","-.175","-.251","-.236",
"구로구","상업지역","지가변동률[%]","%",".274",".343",".2",".097",".365",".415",".338",".054",".186",".322",".336",".323",".317",".344",".33",".323",".295",".103","-.153","-.1",
"구로구","공업지역","지가변동률[%]","%",".365",".392",".395",".417",".265",".509",".237",".514",".255",".275",".307",".299",".333",".336",".336",".31",".243",".12","-.064","-.158",
"구로구","녹지지역","지가변동률[%]","%",".547",".39",".15",".305",".28",".156",".134",".154",".259",".201",".255",".276",".264",".287",".301",".304",".29",".111","-.042","-.058",
"구로구","전","지가변동률[%]","%",".817",".314",".24",".403",".222",".154",".147","0",".182",".219",".21",".291",".293",".331",".259",".266",".403",".12","-.046","-.119",
"구로구","주거용(대)","지가변동률[%]","%",".499",".35",".339",".253",".421",".474",".322",".447",".399",".313",".318",".321",".318",".342",".345",".324",".087","-.294","-.347","-.276",
"구로구","상업용(대)","지가변동률[%]","%",".38",".517",".36",".244",".41",".35",".368",".109",".385",".306",".34",".341",".332",".36",".351",".285",".25",".178","-.048","-.15",
"구로구","임야","지가변동률[%]","%",".786",".188",".033",".145",".099",".333",".293",".108",".384",".222",".287",".287",".271",".261",".287",".358",".294",".107","-.024","-.057",
"구로구","공장용지","지가변동률[%]","%",".366",".715",".497",".71",".08",".065",".406",".617",".034",".293",".331",".34",".352",".338",".346",".354",".347",".119",".07","-.056",
"금천구","평균","지가변동률[%]","%",".418",".42",".347",".362",".377",".403",".374",".354",".405",".383",".393",".398",".39",".383",".372",".359",".231","-.007","-.102","-.118",
"금천구","주거지역","지가변동률[%]","%",".505",".43",".385",".494",".371",".189",".567",".313",".381",".386",".379",".397",".388",".377",".369",".356",".166","-.131","-.175","-.2",
"금천구","상업지역","지가변동률[%]","%",".182",".604","0","1.588",".465",".237",".221",".097",".436",".403",".41",".422",".396",".404",".367",".339",".371",".134",".011",".022",
"금천구","공업지역","지가변동률[%]","%",".335",".39",".338",".091",".381",".681",".158",".43",".433",".378",".409",".396",".393",".387",".377",".366",".293",".122","-.035","-.043",
"금천구","녹지지역","지가변동률[%]","%",".641",".595","0","0","0","0","0","0",".412",".272",".334",".354",".331",".247",".309",".267",".225",".042","-.032","-.034",
"금천구","전","지가변동률[%]","%","0","0","0","0","0","0","0","0","1.262",".379",".375",".376",".371",".305",".225",".307",".307",".04","","",
"금천구","주거용(대)","지가변동률[%]","%",".295",".461",".135",".412",".273",".144",".453",".409",".464",".379",".376",".395",".39",".375",".373",".344",".085","-.244","-.251","-.233",
