"시군구별","용도지역및이용현황별","항목","단위","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월",
"중구","평균","지가변동률[%]","%",".091",".063",".045",".034",".033",".028",".024",".03",".084",".138",".102",".007","-.096","-.004","-.013",".016",".017",".03","-.033",".049",
"중구","주거지역","지가변동률[%]","%",".104",".069",".067",".067",".057",".038",".029",".035",".039",".057","-.159","-.038",".054","-.165","-.19",".062",".062",".064","-.11",".013",
"중구","상업지역","지가변동률[%]","%",".086",".06",".037",".023",".025",".024",".022",".028",".101",".166",".196",".022","-.149",".052",".05","-.002",".002",".017","-.005",".062",
"중구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","전","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","주거용(대)","지가변동률[%]","%",".128",".08",".1",".102",".081",".048",".031",".047",".045",".086","-.303","-.271","0","-.313","-.171",".091",".22",".031","-.093",".007",
"중구","상업용(대)","지가변동률[%]","%",".086",".061",".037",".025",".027",".025",".023",".027",".089",".142",".157",".05","-.103",".038",".004","0","-.048",".04","-.034",".054",
"중구","임야","지가변동률[%]","%","0","0","0","0","0","0",".047","0","0","0","0","0","0","0","0","-","-","-","-","-",
"중구","공장용지","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","평균","지가변동률[%]","%",".05",".035",".048",".04",".05",".049",".042",".039",".088",".092",".102",".085","-.002","-.016","-.037",".011",".015",".086","-.023","-.013",
"용산구","주거지역","지가변동률[%]","%",".059",".043",".051",".044",".052",".055",".046",".042",".106",".1",".093",".07","-.004","-.018","-.046",".006","-.013",".106","-.171","-.178",
"용산구","상업지역","지가변동률[%]","%",".012",".001",".034",".026",".044",".021",".026",".029","0",".059",".142",".153","0","0","0",".031",".136","0",".611",".683",
"용산구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","녹지지역","지가변동률[%]","%",".034","0",".034",".034","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-",
"용산구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","전","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","주거용(대)","지가변동률[%]","%",".061",".03",".05",".046",".059",".059",".047",".04",".085",".098",".085","-.02",".027","-.057","-.059",".004","-.022",".096","-.197","-.502",
"용산구","상업용(대)","지가변동률[%]","%",".039",".042",".047",".033",".038",".036",".036",".038",".093",".085",".12",".219","-.044",".041","-.009",".025",".096",".047",".379",".757",
"용산구","임야","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","공장용지","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"용산구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","평균","지가변동률[%]","%",".074",".061",".036",".04",".041",".047",".046",".047",".085",".09",".091",".024","-.016","-.06","-.067",".013",".021",".033","-.117",".053",
"성동구","주거지역","지가변동률[%]","%",".036",".03",".043",".038",".035",".039",".05",".051",".076",".077",".082","-.02","-.258","-.295","-.248","-.131",".241",".152","-.128",".089",
"성동구","상업지역","지가변동률[%]","%",".032",".061",".028",".022",".02",".023",".057",".008",".118",".151",".113",".224",".614",".509",".378",".663","-.498","-.498","0","-.124",
"성동구","공업지역","지가변동률[%]","%",".2",".157",".015",".05",".066",".079",".029",".044",".106",".113",".115",".111",".579",".521",".376",".228","-.479","-.142","-.126","0",
"성동구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","전","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","주거용(대)","지가변동률[%]","%",".027",".025",".045",".041",".038",".045",".05",".045",".074",".073",".074","-.053","-.67","-.551","-.409","-.24",".287",".185","-.091",".118",
"성동구","상업용(대)","지가변동률[%]","%",".072",".053",".033",".035",".031",".032",".048",".051",".089",".109",".096",".093",".596",".212",".263",".444","-.386","-.256","-.121","-.051",
"성동구","임야","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성동구","공장용지","지가변동률[%]","%",".252",".237",".009",".044",".078",".087",".021",".04",".126",".1",".176",".175","1.154","1.504",".297","0","-.534","0","-.151","0",
"성동구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","평균","지가변동률[%]","%",".081",".082",".08",".072",".047",".041",".036",".034",".089",".047",".041","-.005","-.019","-.005","-.075",".025",".015",".029","-.127",".045",
"광진구","주거지역","지가변동률[%]","%",".079",".085",".074",".065",".045",".038",".013",".035",".096",".05",".044","-.01","-.021","0","-.066",".009","-.086",".039","-.136",".048",
"광진구","상업지역","지가변동률[%]","%",".125",".049",".208",".208",".024",".024",".407","0","0","0","0",".079","0","-.081","-.251",".286","1.634","0","0","0",
"광진구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","녹지지역","지가변동률[%]","%","0","0","0","0",".377",".376",".224","0","0","0","0","0","0","0","0","0","0","-.623","0","0",
"광진구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","전","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","주거용(대)","지가변동률[%]","%",".082",".1",".079",".065",".065",".049",".145",".087",".09",".035",".018",".277",".012",".003","-.165","-.368","-.377",".033","-.17",".054",
"광진구","상업용(대)","지가변동률[%]","%",".079",".06",".083",".082",".025",".031","-.094","-.034",".087",".062",".069","-.355","-.057","-.016",".036",".829","1.174",".031","-.007",".014",
"광진구","임야","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","-1.038","0","0",
"광진구","공장용지","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"광진구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","평균","지가변동률[%]","%",".081",".076",".078",".072",".05",".057",".042",".041",".086",".102",".061",".009",".019","-.02","-.044",".021",".019",".03","-.109",".028",
"동대문구","주거지역","지가변동률[%]","%",".084",".084",".079",".073",".053",".058",".039",".05",".103",".078",".074",".012",".089","-.026","-.122","-.106","-.095","-.21","-.109",".032",
"동대문구","상업지역","지가변동률[%]","%",".062",".04",".076",".064",".034",".05",".058","0","0",".218","0","0","-.33",".01",".339",".652",".575","1.205","-.107",".01",
"동대문구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","전","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","주거용(대)","지가변동률[%]","%",".088",".086",".073",".07",".05",".058",".122",".06",".11",".054",".07","-.226",".122","-.083","-.243","-.703",".027","-.163","-.051",".045",
"동대문구","상업용(대)","지가변동률[%]","%",".072",".065",".085",".074",".05",".055","-.05",".019",".061",".154",".053",".277","-.099",".051",".181","1.01",".229",".685","-.167",".004",
"동대문구","임야","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","공장용지","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"동대문구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","평균","지가변동률[%]","%",".07",".053",".044",".048",".037",".041",".041",".043",".079",".083",".083",".027","-.015","-.056","-.064",".012","-.016",".03","-.138",".028",
"중랑구","주거지역","지가변동률[%]","%",".072",".054",".045",".045",".039",".04",".039",".045",".078",".076",".074","-.007","-.073","-.127","-.086",".014",".024",".068","-.155",".026",
"중랑구","상업지역","지가변동률[%]","%",".051",".039",".04",".049",".039",".034",".035",".027",".12",".144",".203",".475",".584","1.14",".193","0","-.656","-.457","0","0",
"중랑구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","녹지지역","지가변동률[%]","%",".067",".033",".017",".106","0",".078",".097",".012",".045",".132",".099",".059",".336","-.452","0","0",".152","0","0",".108",
"중랑구","관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","전","지가변동률[%]","%",".045",".033",".017",".102","0",".109",".068",".011",".052",".346",".063",".023",".336","0","0","0",".261","0","0",".185",
"중랑구","답","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","주거용(대)","지가변동률[%]","%",".071",".058",".047",".045",".042",".041",".036",".052",".089",".074",".074","-.07","-.409","-.672","-.292","-.136",".124",".248","-.128",".032",
"중랑구","상업용(대)","지가변동률[%]","%",".068",".049",".044",".044",".036",".034",".042",".034",".073",".069",".098",".157",".457",".76",".21",".362","-.487","-.577","-.149","0",
"중랑구","임야","지가변동률[%]","%",".166","0","0",".11","0",".055",".165","0",".054",".165",".109",".109","0","-1.367","0","0","0","0","0","0",
"중랑구","공장용지","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","기타","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성북구","평균","지가변동률[%]","%",".067",".069",".068",".06",".049",".044",".03",".042",".075",".08",".029","-.05","-.197","-.102","-.05",".007",".004",".027","-.058",".001",
"성북구","주거지역","지가변동률[%]","%",".067",".069",".07",".062",".049",".045",".03",".04",".076",".072",".031","-.049","-.206","-.107","-.046",".008","-.001",".027","-.08","-.051",
"성북구","상업지역","지가변동률[%]","%",".063",".068",".023",".02",".037",".021",".033",".043",".073",".315","0","0","0","0","-.175","0","0",".035",".356",".999",
"성북구","공업지역","지가변동률[%]","%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
